customer_id,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,churn_flag,is_senior_citizen,tenure_cohort,total_calls,total_voice_minutes,total_data_mb,total_sms,dropped_calls,avg_call_duration_sec,last_activity_date,engagement_score,estimated_clv_usd
9242-TKFSV,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,4754.3,No,0,0,4yr+,7.0,5.58,203.99699999999999,0.0,0.0,355.42857142857144,2026-05-17 04:31:52.825973,68.99,4687.2
9290-SHCMB,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,1235.55,No,0,1,1-2yr,6.0,12.25,123.80200000000002,1.0,0.0,609.6666666666666,2026-04-28 18:04:59.825973,40.54,1259.05
0743-HNPFG,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,3562.5,No,0,0,4yr+,7.0,1.42,140.913,1.0,0.0,386.57142857142856,2026-05-11 07:47:19.825973,56.76,3557.25
2277-BKJKN,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,7213.75,No,0,1,4yr+,5.0,2.55,10.525,1.0,0.0,212.8,2026-05-02 17:33:43.825973,30.55,7043.2
9809-IMGCQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,2082.95,Yes,1,1,1-2yr,8.0,3.52,273.293,1.0,2.0,460.75,2026-05-14 02:53:13.825973,68.61,2127.4
5208-HFSBT,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,102.75,Yes,1,0,0-6mo,6.0,1.52,386.317,0.0,0.0,522.0,2026-04-22 23:13:34.825973,54.48,110.1
5035-PGZXH,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,No,0,0,4yr+,9.0,8.27,97.36699999999999,0.0,1.0,447.1111111111111,2026-05-22 17:31:06.825973,61.55,5980.8
8695-WDYEA,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,51.25,No,0,0,0-6mo,5.0,11.08,304.514,0.0,1.0,344.2,2026-04-29 01:01:02.825973,45.47,51.25
6543-JXSOO,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,1282.85,No,0,0,1-2yr,7.0,1.4,139.011,2.0,0.0,441.14285714285717,2026-05-22 00:40:16.825973,51.09,1328.25
8016-ZMGMO,Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,4738.85,No,0,1,4yr+,8.0,14.07,138.823,1.0,1.0,182.375,2026-05-18 23:13:40.825973,65.18,4676.1
8605-ITULD,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No,0,0,0-6mo,5.0,0.33,84.343,1.0,0.0,302.6,2026-05-24 03:51:23.825973,23.56,19.55
3254-YRILK,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,Yes,1,1,1-2yr,10.0,3.72,179.47500000000002,2.0,2.0,536.6,2026-05-02 08:36:16.825973,68.88,1675.8
6416-YJTTB,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65,No,0,0,6-12mo,7.0,10.47,88.986,0.0,2.0,217.85714285714286,2026-05-09 03:49:14.825973,40.53,874.5
2667-WYLWJ,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,145.0,Yes,1,0,6-12mo,7.0,6.23,247.926,2.0,0.0,385.0,2026-05-17 03:57:00.825973,57.63,158.0
4472-VESGY,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,No,0,0,4yr+,11.0,5.92,333.624,0.0,2.0,537.4545454545455,2026-05-26 03:12:11.825973,87.75,5103.8
3195-TQDZX,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,61.45,No,0,0,0-6mo,11.0,7.2,369.034,3.0,0.0,499.90909090909093,2026-05-03 02:33:22.825973,77.01,60.75
3128-YOVTD,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,No,0,0,4yr+,9.0,7.13,445.37,0.0,1.0,740.3333333333334,2026-05-19 21:15:53.825973,83.73,4036.65
0529-ONKER,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,Yes,1,1,1-2yr,7.0,9.03,445.381,0.0,1.0,336.14285714285717,2026-05-26 00:23:01.825973,66.22,1134.75
1728-CXQBE,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,6081.4,No,0,1,4yr+,9.0,1.78,86.909,4.0,0.0,224.88888888888889,2026-05-15 20:37:58.825973,61.48,6032.0
7041-TXQJH,Female,0,No,No,37,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,No,0,0,2-4yr,8.0,15.87,68.86699999999999,0.0,0.0,443.75,2026-05-22 03:28:59.825973,48.73,1487.4
5014-GSOUQ,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,243.65,No,0,0,1-2yr,3.0,2.25,34.834,0.0,0.0,1047.3333333333333,2026-05-02 21:02:23.825973,14.34,259.35
5724-BIDBU,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,2633.95,No,0,0,4yr+,5.0,5.1,30.634,0.0,0.0,584.8,2026-05-24 04:16:12.825973,28.09,2712.15
0481-SUMCB,Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.15,4735.35,No,0,1,2-4yr,9.0,34.93,101.796,0.0,0.0,397.22222222222223,2026-05-20 13:42:03.825973,60.12,4596.75
1769-GRUIK,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,1247.75,No,0,0,1-2yr,5.0,6.38,200.241,0.0,1.0,298.2,2026-05-21 21:48:27.825973,45.43,1279.8
5240-IJOQT,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,1,1,0-6mo,10.0,15.2,86.827,0.0,0.0,161.0,2026-05-23 23:30:12.825973,49.19,74.7
8819-WFGGJ,Male,0,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.1,3794.5,No,0,0,4yr+,12.0,6.65,377.578,3.0,0.0,302.25,2026-05-20 08:18:01.825973,93.77,3678.8
7427-AUFPY,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1008.7,No,0,0,4yr+,13.0,6.65,215.78300000000002,4.0,1.0,340.84615384615387,2026-05-25 03:58:17.825973,83.94,1061.1
2811-POVEX,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55,No,0,1,1-2yr,2.0,2.33,33.495,0.0,0.0,1067.0,2026-05-23 16:38:08.825973,15.1,2034.35
1092-GANHU,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,1313.55,Yes,1,0,1-2yr,7.0,8.57,164.72,0.0,0.0,213.71428571428572,2026-05-18 21:56:31.825973,52.89,1303.05
7898-PDWQE,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,5727.15,No,0,0,4yr+,9.0,14.17,135.617,0.0,0.0,290.22222222222223,2026-05-21 00:06:44.825973,70.86,5708.4
9972-EWRJS,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.25,1372.9,No,0,0,4yr+,9.0,4.85,179.412,0.0,2.0,464.8888888888889,2026-05-17 13:41:27.825973,74.89,1289.75
9314-IJWSQ,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,1203.9,No,0,0,1-2yr,7.0,3.42,403.002,0.0,0.0,1126.2857142857142,2026-04-12 04:22:30.825973,65.29,1187.2
0661-XEYAN,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,Yes,1,1,0-6mo,4.0,0.0,241.71499999999997,0.0,1.0,421.0,2026-05-23 03:16:34.825973,37.77,25.8
5799-JRCZO,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1215.1,No,0,0,4yr+,7.0,1.75,169.435,2.0,0.0,215.57142857142858,2026-05-15 21:10:05.825973,62.62,1228.5
1921-KYSAY,Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,2877.05,No,0,0,2-4yr,10.0,17.98,225.538,1.0,0.0,472.4,2026-05-24 11:04:20.825973,77.42,2812.6
6198-RTPMF,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6,1579.7,No,0,0,1-2yr,11.0,21.78,160.611,0.0,3.0,182.1818181818182,2026-05-24 09:51:41.825973,68.81,1574.2
2924-KHUVI,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,No,0,0,4yr+,12.0,10.17,311.288,2.0,0.0,642.5,2026-05-17 04:26:13.825973,89.26,5630.8
1925-GMVBW,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,96.1,No,0,0,0-6mo,5.0,8.33,88.88999999999999,0.0,0.0,626.0,2026-05-25 14:42:41.825973,27.1,102.75
7881-EVUAD,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,Yes,1,0,0-6mo,5.0,0.35,160.387,2.0,0.0,282.0,2026-05-16 14:12:08.825973,35.85,85.2
6184-DYUOB,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,55.25,No,0,0,0-6mo,10.0,14.43,184.263,1.0,1.0,145.6,2026-05-17 05:01:31.825973,64.26,58.8
9207-ZPANB,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.45,2443.3,No,0,0,2-4yr,6.0,7.33,135.495,0.0,3.0,384.8333333333333,2026-05-14 10:13:24.825973,47.38,2495.65
5766-XQXMQ,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes,1,0,2-4yr,3.0,0.0,118.696,0.0,1.0,340.3333333333333,2026-05-13 07:21:52.825973,31.04,1996.65
9327-QSDED,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4,No,0,0,6-12mo,10.0,8.6,323.283,1.0,0.0,648.4,2026-05-13 05:54:03.825973,75.39,348.4
1656-DRSMG,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,No,0,0,4yr+,9.0,4.82,63.92,2.0,3.0,127.66666666666667,2026-05-18 16:25:55.825973,57.59,6920.55
3012-VFFMN,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,158.95,No,0,0,6-12mo,11.0,23.27,194.99,2.0,3.0,157.36363636363637,2026-05-22 23:19:40.825973,69.41,144.55
2984-AFWNC,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15,No,0,0,0-6mo,8.0,3.77,336.528,2.0,0.0,597.75,2026-05-20 20:01:32.825973,65.61,286.2
0640-YJTPY,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1493.75,No,0,0,4yr+,7.0,3.82,51.044999999999995,1.0,0.0,59.857142857142854,2026-05-12 05:41:39.825973,48.29,1512.0
8096-LOIST,Female,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,1093.4,No,0,0,1-2yr,7.0,16.45,162.06900000000002,0.0,0.0,242.0,2026-05-18 04:02:17.825973,53.12,1067.8
9764-REAFF,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.4,1057.85,No,0,0,4yr+,5.0,0.07,144.437,1.0,0.0,151.6,2026-05-22 10:52:33.825973,47.52,1085.6
3703-VAVCL,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,190.05,Yes,1,0,0-6mo,10.0,17.0,208.075,0.0,0.0,285.2,2026-05-23 09:03:09.825973,65.77,180.0
7107-UBYKY,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.75,882.55,No,0,0,2-4yr,5.0,4.63,0.001,3.0,0.0,56.2,2026-05-11 18:42:05.825973,21.34,901.25
4881-GQJTW,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.6,300.4,No,0,0,1-2yr,5.0,0.0,249.674,0.0,0.0,308.0,2026-05-18 06:10:00.825973,48.29,274.4
8519-QJGJD,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.35,1025.95,Yes,1,0,1-2yr,10.0,14.48,218.831,0.0,0.0,465.9,2026-05-26 00:38:11.825973,71.2,1054.9
7876-DNYAP,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,1436.95,No,0,0,4yr+,8.0,11.2,119.38999999999999,0.0,0.0,273.25,2026-04-21 04:09:12.825973,63.17,1366.2
7905-NJMXS,Male,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2,475.0,No,0,1,6-12mo,8.0,15.23,485.055,0.0,1.0,997.25,2026-05-24 14:43:20.825973,69.84,449.4
2882-WDTBA,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.75,5388.15,No,0,0,4yr+,13.0,19.6,304.656,2.0,1.0,221.76923076923077,2026-05-22 14:25:07.825973,92.69,5226.75
2091-GPPIQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.95,5730.15,No,0,0,4yr+,11.0,17.2,238.771,3.0,1.0,276.1818181818182,2026-05-25 12:11:10.825973,87.99,5684.4
6326-MTTXK,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55,Yes,1,0,6-12mo,8.0,8.38,111.22200000000001,0.0,1.0,415.25,2026-05-19 15:00:12.825973,48.68,806.8
5071-FBJFS,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.3,217.1,No,0,0,0-6mo,3.0,4.3,158.868,0.0,0.0,374.3333333333333,2026-05-19 03:18:25.825973,29.9,201.2
2796-UUZZO,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,No,0,0,4yr+,8.0,15.73,133.612,0.0,0.0,365.375,2026-05-20 14:34:26.825973,63.76,5058.9
2429-AYKKO,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1434.1,No,0,0,4yr+,6.0,4.37,42.726,2.0,0.0,186.83333333333334,2026-05-25 00:23:20.825973,40.96,1429.2
9798-OPFEM,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.1,937.1,No,0,0,2-4yr,7.0,4.1,90.676,1.0,1.0,574.2857142857143,2026-05-20 14:19:40.825973,48.15,970.6
0330-IVZHA,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,Yes,1,0,0-6mo,7.0,3.07,71.424,1.0,1.0,263.0,2026-05-12 09:13:00.825973,35.58,349.75
3794-NFNCH,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,No,0,0,2-4yr,6.0,0.08,240.512,1.0,1.0,581.0,2026-05-16 09:05:31.825973,56.55,1500.0
5193-QLVZB,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,No,0,0,4yr+,7.0,12.93,49.598,2.0,0.0,155.14285714285714,2026-05-22 13:50:44.825973,45.08,6599.25
7114-AEOZE,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,No,0,0,4yr+,3.0,0.0,142.185,1.0,1.0,943.3333333333334,2026-05-13 18:59:15.825973,40.36,1191.0
2886-KEFUM,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,Yes,1,0,4yr+,8.0,9.02,139.034,1.0,0.0,746.625,2026-04-24 14:30:52.825973,64.55,6772.5
5522-NYKPB,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9,2199.05,No,0,0,2-4yr,6.0,8.15,186.27,1.0,0.0,255.0,2026-05-22 08:30:57.825973,51.11,2147.5
4237-RLAQD,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,1,0,0-6mo,8.0,5.73,163.144,2.0,0.0,227.75,2026-05-19 02:25:11.825973,51.94,45.85
9957-YODKZ,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.8,457.1,No,0,1,0-6mo,8.0,11.82,154.524,3.0,0.0,186.125,2026-05-25 06:33:06.825973,54.27,484.8
6518-KZXCB,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,566.5,No,0,0,1-2yr,5.0,0.0,257.39099999999996,0.0,1.0,717.6,2026-05-16 19:39:44.825973,50.67,555.5
2245-ADZFJ,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.55,2471.6,No,0,0,2-4yr,10.0,1.62,366.366,2.0,0.0,203.6,2026-05-12 15:40:02.825973,82.21,2497.05
7776-QGYJC,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,No,0,0,2-4yr,8.0,6.15,126.18299999999999,1.0,1.0,75.625,2026-05-23 05:55:29.825973,58.14,3178.5
9313-QOLTZ,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,No,0,0,2-4yr,6.0,1.1,52.825,1.0,0.0,59.166666666666664,2026-05-22 22:54:36.825973,32.46,543.4
9651-GTSAQ,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,Yes,1,0,4yr+,10.0,25.67,64.613,3.0,1.0,302.1,2026-04-28 13:51:12.825973,59.27,5623.3
3186-BAXNB,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,Yes,1,0,0-6mo,9.0,14.83,110.771,3.0,1.0,210.22222222222223,2026-05-24 13:28:04.825973,49.37,91.7
4672-FOTSD,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,No,0,0,6-12mo,6.0,0.0,63.986000000000004,3.0,0.0,325.0,2026-05-23 18:22:09.825973,30.82,807.0
0637-YLETY,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Yes,1,0,1-2yr,6.0,4.55,69.76400000000001,1.0,1.0,121.5,2026-04-19 10:42:56.825973,32.73,1529.6
9818-XQCUV,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,45.3,No,0,0,0-6mo,5.0,7.32,87.039,1.0,0.0,329.4,2026-05-12 01:24:47.825973,25.2,40.7
7338-ERIVA,Male,0,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,No,0,0,2-4yr,8.0,0.0,243.293,2.0,0.0,520.125,2026-05-25 00:09:57.825973,70.14,1756.95
1157-BQCUW,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,Yes,1,0,0-6mo,7.0,3.6,270.506,3.0,0.0,303.2857142857143,2026-05-24 00:41:15.825973,55.13,74.95
8259-NFJTV,Female,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,246.6,No,0,0,6-12mo,6.0,2.83,249.789,0.0,0.0,292.5,2026-04-28 18:54:14.825973,51.45,242.55
3223-DWFIO,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,261.65,No,0,1,0-6mo,3.0,0.0,50.641999999999996,0.0,0.0,515.3333333333334,2026-05-25 08:29:39.825973,13.61,277.4
2660-EMUBI,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,Yes,1,1,6-12mo,8.0,7.5,65.14999999999999,1.0,1.0,139.125,2026-05-15 13:59:12.825973,42.06,953.5
6968-GMKPR,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,4509.5,No,0,0,4yr+,5.0,9.63,10.075,1.0,1.0,151.2,2026-05-15 00:11:43.825973,26.68,4485.25
4751-ERMAN,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4,5480.25,No,0,0,4yr+,8.0,3.03,110.54100000000001,2.0,2.0,438.125,2026-05-12 22:46:55.825973,63.3,5428.8
1436-ZMJAN,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,No,0,0,6-12mo,6.0,12.28,26.049999999999997,2.0,1.0,134.83333333333334,2026-05-06 09:26:12.825973,24.51,678.0
3292-PBZEJ,Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,No,0,1,6-12mo,4.0,5.28,22.185,1.0,0.0,170.5,2026-04-25 15:25:48.825973,14.72,1225.4
0799-DDIHE,Female,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,639.45,No,0,0,1-2yr,6.0,0.78,69.59700000000001,0.0,0.0,313.5,2026-05-16 06:55:15.825973,32.46,694.5
3070-FNFZQ,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,478.75,No,0,0,1-2yr,2.0,11.83,0.0,0.0,0.0,355.0,2026-05-17 10:04:49.825973,9.8,469.2
2812-SFXMJ,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No,0,0,0-6mo,8.0,6.57,188.837,2.0,1.0,227.375,2026-05-08 16:17:16.825973,54.68,20.05
7675-OZCZG,Female,1,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,Yes,1,1,0-6mo,4.0,8.0,0.001,2.0,0.0,120.5,2026-05-06 16:42:50.825973,8.64,135.0
5014-WUQMG,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,4391.45,No,0,0,2-4yr,6.0,6.12,97.499,1.0,0.0,527.1666666666666,2026-05-07 21:00:36.825973,43.5,4516.7
5312-TSZVC,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,270.6,No,0,0,1-2yr,7.0,9.82,247.515,0.0,0.0,223.42857142857142,2026-05-12 19:12:32.825973,59.72,294.75
2003-CKLOR,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,Yes,1,0,4yr+,9.0,4.47,340.056,1.0,2.0,287.44444444444446,2026-05-24 14:13:08.825973,84.78,6567.0
0993-OSGPT,Female,1,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,No,0,1,4yr+,7.0,15.13,49.095,0.0,0.0,318.85714285714283,2026-05-06 09:49:27.825973,46.18,4124.2
9254-RBFON,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Yes,1,0,1-2yr,8.0,6.53,289.397,0.0,0.0,229.875,2026-05-18 11:36:43.825973,68.39,1676.2
